Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2025-10-07,Fraud & Financial Crimes,Fraud,1,Kilifi,,Male and Female,,7.0,Male and Female,,Financial gain,Forged documents,The Standard Pg 3,"DPP approves charges against 7 in Jambo Jipya Medical Clinic, Kilifi over more than 2 million SHA claims which were fraudulent. Appearing before Chief Magistrate Lucy Onyina at the Milimani Law Courts, officials of Kilifi’s Jambo Jipya Medical Clinic — director Faith Chepkurui, clinical officers Steven Okinyi and Justine Baraka, nurse Pauline Wanjiru, and receptionist Naida Mbeyu denied multiple charges, including conspiracy to commit a felony, forgery, falsification of records, obtaining proceeds of crime, cheating, and uttering false documents. They were released on Sh600,000 bond each.",2025,2025-10,2025 Q4
2025-10-07,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,,Unknown,,Unknown,Rope,The Standard Pg 7,"Body of a 30yr old woman who worked in a Mpesa shop was found near delamare farm along Nakuru-Nairobi highway, raped and murdered, the postmortem evidenced she had been strangled to death, and police reports established that she had been murdered else where and body dumped in the said area.",2025,2025-10,2025 Q4
2025-10-07,Assault & Bodily Harm,Assault,1,Nakuru,,Male,,2.0,Male,,Financial gain,Knife,The Standard Pg 7,Police rescued a man/ taxi driver who had been kidnapped and stabbed by two thugs in Karagita estate.,2025,2025-10,2025 Q4
2025-10-09,Other Offences,Forcible Detainer,1,Kiambu,,Female,,1.0,Female,,Family property dispute,Unknown,The Standard Pg 3,Margaret Heta a widow is found unwanted in her own home by her daughter Bilha Wanjiku appealing the rulling claiming her dauhter disinherited her unfairly afteer Bilha accuse her mother of fraudlently obtaining agrant and excluding her.,2025,2025-10,2025 Q4
2025-10-09,Land & Eviction Offences,Illegal Eviction,300,Taita Taveta,,Male and Female,,,Unknown,,Land resource gain,Abuse of office,The Standard Pg 3,"Over 300 villagers in Taita Taveta were forcibly and illegally evicted from land reportedly owned by President Ruto, in defiance of a court order, leaving them homeless and raising questions of contempt of court and human rights violations.",2025,2025-10,2025 Q4
2025-10-09,"Robbery, Theft & Burglary",Theft,1,Kisumu,,Unknown,,2.0,Unknown,,Unknown,Unknown,The Standard Pg 2,"Police in Kisumu has recovered 12 stolen vehicles, including one found hidden at a private hospital following operation that exposed a suspected car theft syndicate. Investigations continue with NTSA to verify ownership documents.",2025,2025-10,2025 Q4
2025-10-09,Fraud & Financial Crimes,Forgery,1,Nairobi,,Female,,1.0,Unknown,,Evade parenting,Forged documents,Daily Nation Pg 7,"A forged DNA report falsely attributed to Cerba Lancet Kenya was submitted in a Milimani Children’s Court paternity case involving a businessman-politician (GBI) and a woman (PPJ), prompting a criminal forgery investigation by the DCI for attempting to mislead the court and evade child maintenance.",2025,2025-10,2025 Q4
2025-10-09,Homicide & Unlawful Killing,Murder,1,Bomet,,Male,,1.0,Female,,Marital issue,Sharp Object,The Standard Pg 2,"Faith Cherono 25, struck her husband Emmanuel Kiprono 33 on the head with a sharp object to death after a quarrel over a mobile phone at Samoget in Bomet county.",2025,2025-10,2025 Q4
2025-10-09,Homicide & Unlawful Killing,Arson And Murder,3,Bungoma,,Male and Female,,,Unknown,,Unknown,Fire,The Standard Pg 11,"Daudi Wanjala, Nancy and a 4 year old grandchild died after a night inferno consumed their house while they were sleeping, the cause of fire still unknown but the relatives claim the case to be treated as arson and murder and investigation is still going on.",2025,2025-10,2025 Q4
2025-10-09,Corruption & Abuse of Office,Corruption,1,Multiple Counties,,Male and Female,,16.0,Male and Female,,Financial gain,Unknown,Daily Nation Pg 22,"The EACC is investigating 16 Kenyan county governments including those led by five sitting and eleven former governors over alleged embezzlement, fraud, money laundering, and conflict of interest involving billions of shillings meant for public development and service delivery.",2025,2025-10,2025 Q4
2025-10-09,Human Trafficking & Smuggling,Human Trafficking,2,Nairobi,,Male,,1.0,Male,,Extortion,Unknown,Daily Nation Pg 3,"Hundreds of East African migrants, including Somali nationals recruited in Kenya, were trafficked by the Magafe network through deceitful job promises and smuggling routes to Libya, where they were tortured, starved, and held for ransom.",2025,2025-10,2025 Q4
2025-10-09,Homicide & Unlawful Killing,Femicide,1,Nakuru,,Female,,,Unknown,,Sexual assault,Unknown,Daily Nation Pg 7,"The rape and murder of 30-year-old M-Pesa operator Jane Wanjiru, whose body was dumped near Delamere Farm in Naivasha, constitutes a femicide, with police investigating her last known associates and possible poisoning as the cause of death.",2025,2025-10,2025 Q4
2025-10-09,Public Order & Administration of Justice,Defamation,1,Nairobi,,Male,,1.0,Male,,Relief from duty,Unknown,Daily Nation Pg 4,"Supreme Court Judge Isaac Lenaola has sued businessman Kung’u Muigai in the High Court in Nairobi for defamation after Muigai accused him of taking a Sh1 million bribe in a 2004 land case, claims the judge says are false and intended to damage his reputation",2025,2025-10,2025 Q4
2025-10-10,Fraud & Financial Crimes,Insurance Fraud,1,Vihiga,,Unknown,,2.0,Male,,Financial gain,Unknown,Daily Nation Pg 4,"A 28-year-old woman walked into St Mark Orthodox Health Centre in Vihiga for her final prenatal clinic appointment before delivery. The doctor administered painkillers for a persistent headache. Investigations now show that four days later, she returned to the hospital and delivered a healthy baby boy through a normal birth. As a registered member of the Social Health Authority (SHA), the State insurer covered her bill. Typically, normal deliveries in public and mission hospitals cost around Sh10,000. However, a Directorate of Criminal Investigations (DCI) probe indicates that the facility was paid Sh285,000 after falsely claiming to have conducted a Caesarean section and nursed the mother and baby for a week.",2025,2025-10,2025 Q4
2025-10-10,Sexual & Gender-Based Violence,Rape,1,Kiambu,,Female,,1.0,Male,,Sexual assault,Unknown,The Standard Pg 4,"A suspected serial rapist was caught in the act with a grade 3 children. Charles Njiriri, who rescued the Grade Three victim, said the man had waylaid the girl on a lonely path and subdued her. Njiriri said he found the man in the act and shouted at him. The suspect respond-ed by whipping out a kitchen knife ready for battle. The commotion attracted students from the nearby Ndungu Njenga High School who joined in in the fight.",2025,2025-10,2025 Q4
2025-10-10,Homicide & Unlawful Killing,Murder,1,Kiambu,,Male,,,Male and Female,,Vengeance,Unknown,The Standard Pg 4,"A suspected serial rapist was killed by members of public after he was caught in the act in Ndelya area of Klambu County. Charles Njiriri, who rescued the Grade Three victim, said the man had waylaid the girl on a lonely path and subdued her. Njiriri said he found the man in the act and shouted at him. The suspect respond-ed by whipping out a kitchen knife ready for battle. The commotion attracted students from the nearby Ndungu Njenga High School who joined in in the fight. According to villagers, the man has been raping women for over two years.",2025,2025-10,2025 Q4
2025-10-10,Human Trafficking & Smuggling,Child Trafficking,1,Uasin Gishu,,Male,,1.0,Female,,Marital Issue,Unknown,The Standard Pg 3,"A woman accused of kid-napping a six-year-old A boy in May last year, told an Eldoret court that she purchased the child for Sh30,500 from a willing seller. The court heard that the child was stolen on May 16, last year, in Langas, an informal settlement in Eldoret City. He was later trafficked to Kisii County, where he was cared for by Kwamboka. During the hearing, Abscondita Azenge, the alleged biological mother of the boy, was reunited with her son.",2025,2025-10,2025 Q4
2025-10-11,Fraud & Financial Crimes,Extortion,1,Nairobi,,Unknown,,1.0,Male,,Extortion,Abuse of office,The standard Pg 3,"Oscar Mungai Kianyi,a Nairobi County enforcement officer was arrested for collecting money from members of the public.thats when he jumped from 6th floor of city hall annex,fell on the pavements and died on the spot.",2025,2025-10,2025 Q4
2025-10-12,Traffic & Safety Offences,Traffic Obstruction,1,Unknown,,Unknown,,2.0,Male,,Negligence,Abuse of office,The Standard Pg 2,A video showing Kibra MP Peter Orero's vehicle flouting traffic rules and hurling insults at CNN journalist Larry Madowo has sparked widespread outrage on social media.,2025,2025-10,2025 Q4
2025-10-13,Homicide & Unlawful Killing,Rape And Murder,1,Nakuru,,Female,,,Unknown,,Unknown,Unknown,Daily Nation Pg 15,"The Postmortem report has revealed that, an Jane Wanjiru, an M-Pesa operator whose body was found dumped near delamere farm along Nairobi-Nakuru road was raped and strangled to death. Besides that, there is a clear indication that, she  was sexually assaulted before being killed as the postmortem was done in the presence of Wanjiru's family members, DCI investigators and friends. However, investigations is conducted to ascertain the perpetrators.",2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Meru,,Female,,1.0,Female,,Unknown,Blunt object,Daily Nation Pg 3,"Reports of 65 yr old nun Anselimina Karimi and administrator of Meru Childrens Home was found lying on her back in her home on 12th Oct. 2025, The DCI continue to carry out investigations as a senior security officer affirmed the prime suspect is a nun who had been transferred to the area to take over the admnistrative position. Further analysis informed the investigative team that the crime scene had been tampered with/ cleaned and evidences showed that the victim had been hit with a blunt object elswhere and brought back to her house where the body was found.",2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,,Unknown,,Unknown,Unknown,The Standard Pg 3,"Reports of murder as a woman is found by the roadside in Mirera area, Naivasha, Police have preliminary classsified as sudden death as nothing evidences foul play. The investigative officers await the postmortem to determine the actual cause of death.",2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Nakuru,,Female,,,Unknown,,Unknown,Unknown,The Standard Pg 3,"Reports of murder as a woman is found by the roadside in Mithuri area, Naivasha, Police have preliminary classsified as sudden death as nothing evidences foul play. The investigative officers await the postmortem to determine the actual cause of death.",2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,,Unknown,,Unknown,Unknown,The Standard Pg 3,"Reports of murder as a man is found dead in his house in Kabati, Naivasha. The cause of death is unknown and investigating officers continue to carry out investigations while awaiting postmortem results.",2025,2025-10,2025 Q4
2025-10-14,Assault & Bodily Harm,Assault,1,Embu,,Male,,1.0,Male,,Unknown,Unknown,Daily Nation Pg 3,Reports of students unrest on 12th Oct. 2025 night at Kangaru High School in Embu following an assult scenario where a student got beaten and injured by a teacher resulting to tension and students moving out of the school premises despite efforts of fellow teachers and security calming down the students. Investigations into the matter are ongoing.,2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Nairobi,,Male,,1.0,Male,,Unknown,Arrow,Daily Nation Pg 4,"Reports of murder of GSU Officer - Ramadhan Matanka by 56 yr old Kithuka Kimunyi outside gate D of State House before being rushed to KNH but succumbed to his injuries. CCTV showed the perpetrator carrying a sack with bow and arrow inside, the two conversed for 17 minutes suggesting maybe they were well acquinted. Investigations are ongoing to establish the motive behind.",2025,2025-10,2025 Q4
2025-10-14,Homicide & Unlawful Killing,Murder,1,Nairobi,,Female,,,Unknown,,Unknown,Fire,Daily Nation Pg 20,"Reports of inferno in Mukuru-Kayaba slum, Nairobi which resulted to the death of a 2 yr old girl who had been locked inside thier home as the mother was away on a drinking spree and loss of four houses with values unknown.",2025,2025-10,2025 Q4
2025-10-15,Homicide & Unlawful Killing,Defilement And Murder,1,Nairobi,,Female,,1.0,Male,,Marital issue,Unknown,The Standard Pg 3,"Stephen Otieno, a man in Nairobi was found guilty of defiling and killing his two-year-old stepdaughter in a shocking act of domestic violence. He murdered the child as a way to “punish” his wife, whom he suspected of having an extramarital affair.",2025,2025-10,2025 Q4
